# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[2521]~[5006]）
# 格式：[样本ID] 推理过程

[3075] 因为\overrightarrow{PF}_{1}\cdot\overrightarrow{PF_{2}}=0,所以PF_{1}\botPF_{2},所以|PF_{1}|^{2}+|PF_{2}|^{2}=|F_{1}F_{2}|^{2}=4c^{2}因为|PF_{1}|+|PF_{2}|=2a,所以(|PF_{1}|+|PF_{2}|)^{2}=|PF_{1}|^{2}+|PF_{2}|^{2}+2|PF_{1}|\cdot|PF_{2}|=4a^{2}所以2|PF_{1}|\cdot|PF_{2}|=4a^{2}-4c^{2}=4b^{2},所以S_{\triangleF_{1}PF_{2}}=\frac{|PF_{1}|\cdot|PF_{2}|}{2}=b^{2}所以b^{2}=\frac{1}{2}ab,所以a=2b=2\sqrt{a^{2}-c^{2}}所以e^{2}=\frac{c^{2}}{a^{2}}=\frac{3}{4}且e\in(0,1),所以e=\frac{\sqrt{3}}{2},

[3076] 根据双曲线的定义求得c的值,再求得a的值,直接表示出渐近线方程得出答案.[详解]根据题意,得出c=2,根据双曲线的性质的a2+b^{2}=c^{2}易知a^{2}+3=4所以a=1,双曲线的渐近线方程为y=\pm\frac{b}{a}x,\thereforey=\pm\sqrt{3}x

[3078] 由双曲线\frac{x^{2}}{16}-\frac{y^{2}}{4}=1,得a=4,设双曲线的左焦点为F_{1},右焦点为F_{2},由双曲线的定义可知|AF_{1}|-|AF_{2}|=2a=8,|BF_{1}|-|BF_{2}|=2a=8,又因为|AB|=4,即|AF_{2}|+|BF_{2}|=4,所以|AF_{1}|+|BF_{1}|=20,则三角形的周长为24.

[3079] 因为方程(m-2)x^{2}+my^{2}=1表示双曲线,所以m(m-2)<0,即0<m<2,所以m的取值范围是(0,2)

[3080] 根据椭圆的性质,斜率之积为定值,代值计算即可.[详解]根据椭圆的性质,k_{PA}\cdotk_{PB}=-\frac{b^{2}}{a^{2}}=-\frac{9}{16}

[3081] 设P(x_{P},y_{p}),由抛物线的性质得,|PF|=x_{P}+2=6,所以x_{P}=4,又y_{P}^{2}=8x_{P}=32,所以|OP|=\sqrt{x_{P}^{2}+y_{P}^{2}}=\sqrt{48}=4\sqrt{3}

[3082] 求出P,Q坐标,由AP\botBQ可得k_{AP}\cdotk_{BQ}=-1,可得c^{4}-3a^{2}c^{2}+2a^{4}=0,即e^{4}-3e^{2}+2=0,即可求出.[详解]\becausePQ\botx轴,将x=-c代入双曲线可得y=\pm\frac{b^{2}}{a},不妨令P(-c,\frac{b^{2}}{a}),Q(-c,-\frac{b^{2}}{a}),\becauseA(-a,0),B(a,0)\becauseAP\botBQ,\thereforek_{AP}\cdotk_{BQ}=-1,即\frac{\frac{b^{2}}{a}}{-c+a}\cdot\frac{-\frac{b^{2}}{a}}{c-a}=-1'即b^{4}=a^{2}c^{2}-a^{4},即c^{4}-3a^{2}c^{2}+2a^{4}=0,\thereforee^{4}-3e^{2}+2=0,解得e^{2}=1(舍去)或e^{2}=2,\thereforee=\sqrt{2}

[3084] \becausea=6,b=3\sqrt{3},c=\sqrt{a^{2}-b^{2}}=3,易知C_{1}(-3,0)、C_{2}(3,0)为椭圆的两个焦点.2|PN|^{2}=|PC_{1}|^{2}-4+2(|PC_{2}|^{2}-1)=|PC_{1}|^{2}+2|PC_{2}|^{2}-6,根据椭圆定义|PC_{1}|+|PC_{2}|=2a=12,设|PC_{2}|=t,则a-c\leqslantt\leqslanta+c,即3\leqslantt\leqslant9,则|PM|^{2}+2|PN|^{2}=(12-t)^{2}+2t^{2}-6=3t^{2}-24t+138=3(t^{2}-8t+46)当t=4时,|PM|^{2}+2|PN|^{2}取到最小值90.

[3086] 由圆M的方程可得圆心M(3,0),所以由题意可得c=3由题意2a=10,所以a=5,所以椭圆的离心率e=\frac{c}{a}=\frac{3}{8}数答客为:\frac{3}{3}

[3087] 由椭圆的方程可知,椭圆的焦点F_{1},F_{2}在y轴上,且|F_{1}F_{2}|=2\sqrt{m^{2}-(m^{2}-1}由题意可知,当点P为椭圆C左右顶点时,\trianglePF_{1}F_{2}的面积最大,且\frac{1}{2}|F_{1}F_{2}|\sqrt{m^{2}-1}=\sqrt{3},解得m=2,所以椭圆C的短轴长为2\sqrt{m2-1}=2\sqrt{3}

[3088] 设|FB|=x,则|FA|=4-x\because过原点的直线l与双曲线C:\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)的左右两支分别相交于A,B两点F(-\sqrt{3},0)是双曲线的左焦点,设F_{1}(\sqrt{3},0)是双曲线的右焦点,\overrightarrow{FA}\cdot\overrightarrow{FB}=0,由双曲线的对称性可得四边形FAF_{1}B为矩形,\thereforex^{2}-4x+2=0,\thereforex=2\pm\sqrt{2},|FB|=2+\sqrt{2},|FA|=2-\sqrt{2}\therefore2a=|FB|-|FA|=2\sqrt{2},\thereforea=\sqrt{2},\thereforeb=1,\therefore双曲线的方程为\frac{x^{2}}{2}-y2=1.

[3089] 抛物线y^{2}=4x的焦点为(1,0),此点到直线3x+4y+2=0的距离为r=\frac{|3+0+2|}{\sqrt{3^{2}+4^{2}}}=1,所以圆方程为(x-1)^{2}+y^{2}=1.

[3094] 设椭圆的左右焦点为F_{1},F_{2},由题可得a=10,|PF_{1}|=6,由椭圆的定义|PF|+|PF_{2}|=2a,即|PF_{2}|=2a-|PF_{1}|=20-6=14

[3096] 由于方程表示双曲线,故m>0,双曲线的渐近线方程为y=\pm\sqrt{\frac{6}{m}}x,故\sqrt{\frac{6}{m}}=3,解得m=\frac{2}{3}

[3097] 不妨设点P在第一象限,因为抛物线C与圆O:x^{2}+y^{2}=12交于P,Q两点,且|PQ|=4\sqrt{2}则y_{P}=2\sqrt{2},代入x^{2}+y^{2}=12中,解得x_{P}=2,故P(2,2\sqrt{2}),代入抛物线C:y^{2}=2px(p>0)中,解得p=2,故S_{\trianglePFO}=\frac{1}{2}\times2\sqrt{2}\times1=\sqrt{2}.

[3098] 由题意可知点F(\frac{p}{2},0),p>0,设P(\frac{y_{0}^{2}}{2p},y_{0})(y_{0}>0),由|PM|=3|MF|可得\overrightarrow{PF}=4\overrightarrow{MF}则\overrightarrow{MF}=(\frac{p}{8}-\frac{y_{0}^{2}}{8p},-\frac{y_{0}}{4}),\therefore点M(\frac{3p}{8}+\frac{y^{2}}{8p},\frac{y_{0}}{4}),\thereforek_{OM}=\frac{\frac{y_{0}}{4}}{\frac{3p}{8}+\frac{y_{0}^{2}}{8p}}=\frac{1}{2y_{0}+\frac{y_{0}}{2p}}\leqslant\frac{1}{2\sqrt{\frac{3p}{2y}\cdot\frac{y_{0}}{2p}}=\frac{\sqrt{3}}{3},当且仅当\frac{3p}{2y_{0}}=\frac{y_{0}}{2p}时等号成立.

[3100] 首先标准化双曲线,再讨论焦点分别在x,y轴时对于的a,b。根据e=\frac{c}{a}求出离心率即可。[详解]由题意得\frac{x^{2}}{n}+\frac{y^{2}}{12-n}=-1\Rightarrow\frac{y^{2}}{n-12}-\frac{x^{2}}{n}=1'因为\frac{y^{2}}{n-12}-\frac{x^{2}}{n}=1表示双曲线,所以(n-12)\cdotn>0\Rightarrown<0或n>12。当焦点在x轴上时,\begin{cases}a^{2}=-n\\b^{2}=12-n\\c^{2}=a^{2}+b^{2}\end{cases}\Rightarrowc^{2}=12-2n,因为e=\sqrt{3}\Rightarrowe^{2}=3,所以当焦点在y轴上时,\begin{cases}c=a+b\end{cases}.\begin{cases}a=n-12\\b^{2}=n\\c=a+b^{2}\end{cases}3=\frac{2n-12}{n-12}\Rightarrown=24综上所述:n的取值为-12或24

[3101] 因为抛物线y^{2}=2px(p>0)的焦点为F,抛物线上一点M(3,y_{0})到F的距离为6,所以3+\frac{p}{2}=6,解得p=6,所以抛物线方程为y^{2}=12x,所以y_{0}=12\times3,得y_{0}=\pm6

[3102] 由椭圆方程mx^{2}+4y^{2}=1得\frac{x^{2}}{m}+\frac{y^{2}}{4}=1(m\neq0)\textcircled{1}若焦点在x轴上,则m<4,即a^{2}=\frac{1}{m},b^{2}=\frac{1}{4}\thereforec^{2}=a^{2}-b^{2}=\frac{1}{m}-\frac{1}{4},\therefore\frac{c^{2}}{a^{2}}=\frac{\frac{1}{m}-\frac{1}{4}}{\frac{1}{m}}=\frac{1}{2},即m=2\textcircled{2}若焦点在y轴上,则m>4,即a^{2}=\frac{1}{4},b^{2}=\frac{1}{m},\thereforec^{2}=a^{2}-b^{2}=\frac{1}{4}-\frac{1}{m},\therefore得到\frac{c^{2}}{a^{2}}=\frac{\frac{1}{4}-\frac{1}{m}}{\frac{1}{4}}=\frac{1}{2},即m=8

[3105] 由题意知,a=1,b=\sqrt{3},则c=2,上焦点F(0,2)为圆心,而F到渐近线距离=r=b=\sqrt{3}所以圆为x^{2}+(y-2)^{2}=3.

[3110] 由题得,抛物线C:y^{2}=2px(p>0)的焦点F(1,0),所以\frac{p}{2}=1,故p=2.所以抛物线C的方程为:y^{2}=4x.可设A(x_{1},y_{1}),B(x_{2},y_{2}),由抛物线的定义可知:|AF|=x_{1}+1,|BF|=x_{2}+1当斜率不存在时,x_{1}=x_{2}=1,所以:\frac{1}{|AF|}+\frac{1}{|BF|}=\frac{1}{x_{1}+1}+\frac{1}{x_{2}+1}=\frac{1}{2}+\frac{1}{2}=1当斜率存在时,设直线l的斜率为k(k\neq0),则直线方程为:y=k(x-1)联立\begin{cases}y=k(x\\y^{2}=4x\end{cases}-1),整理得:k^{2}x^{2}-2(k^{2}+2)x+k^{2}=0,\frac{1}{+1}=\frac{x_{1}+x_{2}+2}{x_{1}x_{2}+x_{1}+x_{2}+1}=\frac{x_{1}+x_{2}+2}{x_{1}+x_{2}+2}=1.

[3111] |PF_{1}|=|F_{1}F_{2}|=2c,,\anglePF_{1}F_{2}=30^{\circ},\trianglePF_{1}F_{2}的面积为2可得\frac{1}{2}\times4c^{2}\times\sin30^{\circ}=2,解得c=\sqrt{2}P(\sqrt{6}-2,\sqrt{2}),代入双曲线方程可得\frac{(\sqrt{6}-2)^{2}}{a^{2}}-\frac{2}{2-a_{2}}=解得a=\sqrt{2}+1-\sqrt{3}】本题考查双曲线的焦点三角形,解题的关键是得出|PF_{1}|=2c,再结合三角形的面积求解

[3112] 圆x^{2}-2x+y^{2}=0的圆心C(1,0),抛物线y^{2}=4x的准线l:x=-1,d=|1-(-1)|=2.

[3113] 设双曲线的方程为\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0),依题意可得\begin{cases}a^{2}+b^{2}=9\\\frac{b}{a}=\sqrt{2}\end{cases}解得\begin{cases}a^{2}=3\\b^{2}=6\end{cases},从而该双曲线的方程为\frac{x^{2}}{3}-\frac{y^{2}}{6}=1.

[3114] 设P点的横坐标为x\because|PF_{1}|=3|PF_{2}|,P在双曲线的右支(x\geqslanta)\therefore根据双曲线的第二定义,可得e(x+\frac{a2}{c})=3e(x-\frac{a^{2}}{c})\thereforeex=2a\becausex\geqslanta\thereforeex\geqslantea,即2a\geqslantea\thereforee\leqslant2又\becausee>\therefore1<e\leqslant2,

[3117] 由已知可得m>0,且双曲线的焦点在y轴上a=2,b=\sqrt{m}双曲线的渐近线为y=\pm\frac{a}{b}x=\pm\frac{2}{\sqrt{m}}x即\frac{2}{\sqrt{m}}=2,m=1,b=1,c=\sqrt{a^{2+b^{2}}=\sqrt{5}所以离心率e=\frac{c}{a}=\frac{\sqrt{5}}{2}

[3118] 抛物线y^{2}=4x的准线为x=-1,所以r=|a-(1)|=|a+1|又该圆经过点A(3,0),所以(3-a)^{2}+(0-b)^{2}=(a+1)^{2};圆心在抛物线y^{2}=4x上,所以b^{2}=4a,联立解方程组得a=2,b=2\sqrt{2}.所以所求圆的方程为(x-2)^{2}+(y-2\sqrt{2})^{2}=9

[3119] 假设A,B坐标,使用点差法,然后根据中点坐标公式可得直线l的斜率,然后简单判断可得结果依题意设直线l的斜率为k,A(x_{1},y_{1}),B(x_{2},y_{2})则\begin{cases}\frac{x_{1}2}{4}-y_{1}2=1\\\frac{x_{2}^{2}}{4}-y_{2}=1\end{cases}\Rightarrow\frac{(x_{1}-x_{2})(x_{1}+x_{2})}{4}=(y_{1}-y_{2})(y_{1}+y_{2})所以\frac{y_{1}-y_{2}^{2}}{x_{1}-x_{2}}\cdot\frac{y_{1}+y_{2}}{x_{1}+x_{2}}=\frac{1}{4},又\begin{cases}x_{1}+x_{2}=12\\y_{1}+y_{2}=6\end{cases}所以k\cdot\frac{6}{12}=\frac{1}{4}=\frac{1}{2}所以直线l的方程为y-3=\frac{1}{2}(x-6),即y=\frac{1}{2}x又y=\frac{1}{2}x为双曲线的一条渐近线,故该直线不存在

[3122] 如图所示:\because|\overrightarrow{FP}|=|\overrightarrow{FQ}|=r=2\sqrt{3}a,\therefore2\sqrt{3}a\times2\sqrt{3}a\times\cos\angleQFP=-6a^{2},\angleQFP=120^{\circ}过点F做FM\botPQ,则:|FM|=\sqrt{3}a,|PM|=3a,渐近线方程为:bx-ay=0,焦点坐标F(c,0),则:|FM|=\frac{|bc|}{\sqrt{a^{2}+b^{2}}}=b,整理可得:b=\sqrt{3}a,有:3a^{2}=b^{2}=a^{2}-c^{2},\thereforec=2a,OM=\sqrt{(2a)^{2}-(\sqrt{3}a)^{2}}=a据此:|OP|=4a,|OQ|=2a,\therefore\lambda=\frac{|\overrightarrow{OP}|}{|OO|}=-2或-\frac{1}{2}

[3123] 设P(x_{0},y_{0}),M(x,y),可得F_{1}(-c,0),F_{2}(c,0)则\overrightarrow{MF_{1}}=(-c-x,-y),\overrightarrow{MF_{2}}=(c-x,-y),\overrightarrow{MP}=(x_{0}-x,y_{0}-y)因为5\overrightarrow{MF_{1}}+3\overrightarrow{MF_{2}}+3\overrightarrow{MP}=\overrightarrow{0},所以5(-c-x,-y)+3(c-x,-y)+3(x_{0}-x,y_{0}-y)=(0,0)则可得x=\frac{3x_{0}-2c}{2},y=\frac{3y_{0}}{11},则\trianglePF_{1}F_{2}内切圆半径为\frac{3|y_{0}|}{11}由椭圆定义可得|PF_{1}|+|PF_{2}|=2a,又|F_{1}F_{2}|=2c所以_{S_{\DeltaPF_{1}F_{2}}}=\frac{1}{2}(|PF_{1}|+|PF_{2}|+|F_{1}F_{2}|)\cdot\frac{3|y_{0}|}{11}=\frac{1}{2}|F_{1}F_{2}|\cdot|y_{0}|即\frac{1}{2}(2a+2c)\cdot\frac{3|y_{0}|}{11}=\frac{1}{2}2c\cdot|y_{0}|,则可得3a=8c,所以离心率为\frac{c}{a}=\frac{3}{8}

[3125] 由题意可得:曲线C上的点到F_{1}(0,-1),F_{2}(0,1)的距离之和为4,所以结合椭圆的定义可得此曲线为椭圆.因为焦点为F_{1}(0,-1),F_{2}(0,1),所以可得椭圆的焦点在y轴上.并且a=2,c=1,所以b=3.所以椭圆的方程为:\frac{y^{2}}{4}+\frac{x^{2}}{3}=1.

[3126] 由x|x|=y|y|+1,当x\geqslant0,y\geqslant0时,得x^{2}-y^{2}=1表示渐近线为y=x焦点在x轴得双曲线位于第一象限的部分(包括坐标轴)当x>0,y<0时,得x^{2}+y^{2}=1,表示以原点为圆心1为半径,位于第四象限的部分,当x\leqslant0,y>0时,得x^{2}+y^{2}=-1,不表示任何图形.当x\leqslant0,y<0时,得y^{2}-x^{2}=1,表示渐近线为y=x焦点在y轴得双曲线位于第三象限的部分(包括坐标轴)作出图形如图所示,x^{2}+y^{2}-2xy=(x-y)^{2},令z=x-y,则y=x-z由图可知,当直线y=x-z与\begin{cases}x^{2}+y^{2}=1\\x>0,y<0\end{cases}相切时,z^{2}最大此时\frac{|-z|}{\sqrt{1+1}}=1,故z^{2}=2,即x^{2}+y^{2}-2xy的最大值为2当直线y=x-z与双曲线的渐近线y=x无限接近时,z趋于0,所以x^{2}+y^{2}-2xy的取值范围为(0,2]

[3128] 由抛物线方程得:F(1,0)设直线AB方程为:x=my+1,设A(x_{1},y_{1}),B(x_{2},y_{2})联立\begin{cases}x=my+1\\y2=4x\end{cases}得:y^{2}-4my-4=0\thereforey_{1}y_{2}=-4\because\angleAMF=\frac{\pi}{2}\therefore\overrightarrow{AM}\cdot\overrightarrow{MF}=0又\overrightarrow{AM}=(-x_{1},2-y_{1}),\overrightarrow{MF}=(1,-2)4+2v=0又y_{1}^{2}=4x_{1}\becausey_{1}y_{2}-----又y_{2}^{2}=4x_{2}\thereforeB(\frac{1}{4},-1)本题正确结果:(\frac{1}{4},-1)

[3129] 根据题意抛物线的焦点坐标为:F(1,0),过焦点的直线与抛物线y^{2}=2x交于两点,直线斜率一定存在,设过焦点F(1,0)与抛物线交于A(x_{1},y_{1},B(x_{2},y_{2})的直线方程为:y=k(x-1)带入y^{2}=2x中,化简为:k^{2}x^{2}-(k^{2}+2)x+\frac{1}{4}k^{2}=0,根据韦达定理得:x_{1}x_{2}=\frac{1}{4},根据抛物线的定义知:AF+4BF=x_{1}+\frac{1}{2}+4(x_{2}+\frac{1}{2})=x_{1}+4x_{2}+\frac{5}{2}\geqslant2\sqrt{4x_{1}x_{2}}+\frac{5}{2}=2\sqrt{4\times\frac{1}{4}}+\frac{5}{2}=\frac{9}{2}(当且仅当“x_{1}=4x_{2}=1”时取“=”),所以AF+4BF的最小值为4.5.

[3131] e=\frac{c}{a}=\frac{\sqrt{4+1}}{2}=\frac{\sqrt{5}}{2}.【考点定位】双曲线及其离心率

[3133] 因为a^{2}=m,b^{2}=4m^{2}所以a=\sqrt{m},b=2m,渐近线方程为v=\pm2\sqrt{m}x.则\frac{b}{a}=2\sqrt{m}=2,解得m=1.均交安为.1

[3135] 先求得点P的坐标,再由斜率公式得出的a,c关系,由离心率公式可得答案.由题意,可求得:P(c,\frac{bc}{a}),则_{k}_{F_{1}P}=\tan\frac{\pi}{4}=\frac{bc}{2c}=\frac{b}{2a}\Rightarrowb=2a\Rightarrowc^{2}-a^{2}=4a^{2}所以c^{2}=5a^{2}得:e^{2}=5\Rightarrowe=\sqrt{5}

[3137] 运用重要不等式,结合椭圆的定义可以直接求解即可.由\frac{|PF_{1}|+|PF_{2}|}{2}\leqslant\sqrt{\frac{|PF_{1}|^{2}+|PF_{2}|^{2}}{2}}\Rightarrow\frac{|PF_{1}|^{2}+|PF_{2}|^{2}}{2}\geqslanta^{2}\Rightarrow|PF_{1}|^{2}+|PF_{2}|^{2}\geqslant2a^{2}=8(当且仅当|PF_{1}|=|PF_{2}|时取等号)

[3138] 因为A,B两点在椭圆上,所以|AF_{1}|+|AF_{2}|=2a=4,|BF_{1}|+|BF_{2}|=2a=4,所以\triangleABF_{2}的周长为|AB|+|AF_{2}|+|BF_{2}|=|AF_{1}|+|AF_{2}|+|BF|+|BF_{2}|=8.

[3139] 如图所示,设动圆M与圆C_{1}及圆C_{2}分别外切于点A和点B.根据两圆外切的条件,得|MC_{1}|-|AC_{1}|=|MA|,|MC_{2}|-|BC_{2}|=|MB|因为|MA|=|MB|,所以|MC_{1}|-|AC_{1}|=|MC_{2}|-|BC_{2}|.即|MC_{2}|-|MC_{1}|=|BC_{2}|-|AC_{1}|=2,所以点M到两定点C_{2},C_{1}的距离的差是常数且小于|C_{1}C_{2}|=6.根据双曲线的定义,得动点M的轨迹为双曲线的左支,其中a=1,c=3,则b^{2}=8故点M的轨迹方程为x^{2}-\frac{y^{2}}{8}=1(x\leqslant-1)

[3140] \because点F为椭圆\frac{x^{2}}{2}+y^{2}=1的左焦点,\thereforeF(-1,0),设椭圆的右焦点F(1,0)\because点P为椭圆C上任意一点,点Q的坐标为(4,3),|PQ|+|PF|=|PQ|+2\sqrt{2}-|PF|=2\sqrt{2}+|PQ|-|PF|,又\because|PQ|-|PF|\leqslant|QF|=3\sqrt{2}\therefore|PQ|+|PF|\leqslant5\sqrt{2},即|PQ|+|PF|的最大值为5\sqrt{2},此时Q、F、P共线.

[3141] 设M(x_{0},y_{0}),则x_{0}+1=5,x_{0}=4,由x_{0}=\frac{y_{0}^{2}}{4}可得y_{0}=4,设M在l上射影为M_{1},由抛物线定义,|MF|=|MM_{1}|.因为MF\botNF,所以\triangleMFN\cong\triangleMM_{1}N故MN垂直平分M_{1}F,直线MN经过线段M_{1}F中点,因为l//y轴,所以M_{1}F中点在y轴上,因为M_{1}(-1,4),F_{1}(1,0),所以点P的坐标为(0,2).

[3142] 设|PF_{2}|=x,则PF_{1}=2x,\because点P是以F_{1},F_{2}为焦点的双曲线\frac{x^{2}}{a^{2}}-\frac{x^{2}}{b^{2}}=1上一点,满足PF_{1}\botPF_{2}\thereforex^{2}+4x^{2}=4c^{2},解得x=\frac{2\sqrt{5}}{5}c,即PF_{2}|=\frac{2\sqrt{5}}{5},|PF_{1}|=\frac{4\sqrt{5}}{5}c'由双曲线的定义得a=\frac{1}{2}(|PF_{1}|-|PF_{2}|)=\frac{\sqrt{5}}{5}c'\therefore双曲线的离心率e=\frac{c}{a}=\frac{c}{\sqrt{5}}=\sqrt{5}

[3144] 可由焦半径公式求出A点坐标,求出直线AB方程后,联立抛物线方程可求得B点坐标再将三角形面积拆成两个三角形求解即可.由题意知,F(1,0),不妨设A(x_{1},y_{1})在第一象限,|AF|=x_{1}+1=4,x_{1}=3y=2\sqrt{3}设B(x_{2},y_{2}),k_{AB}=\frac{2\sqrt{3}}{3-1}=\sqrt{3}\thereforeAB:y=\sqrt{3}(x-1)联立方程\begin{cases}y=\sqrt{3}(x-1)\\\end{cases},整理可得3x^{2}-10x+3=0,解得x_{2}=\frac{1}{3},y_{2}=-\frac{2\sqrt{3}}{3}S_{\DeltaOAB}=\frac{1}{2}|OF|\cdot|y_{1}|+\frac{1}{2}|OF|\cdot|y_{2}|=\frac{4\sqrt{3}}{3}.

[3147] 因圆锥曲线C的离心率是\sqrt{2},则曲线C是双曲线,令其实半轴长a,虚半轴长b,半焦距为。则由e^{2}=\frac{c^{2}}{a^{2}}=\frac{a^{2}+b^{2}}{a^{2}}=1+\frac{b^{2}}{a^{2}}=2得:a=b,即曲线C是等轴双曲线,设其方程为x^{2}-y^{2}=\lambda(\lambda\neq0),而点(2,1)在曲线C上,则\lambda=3于是有曲线C的方程是:x^{2}-y2=3,所以曲线C的标准方程是\frac{x^{2}}{2}-\frac{y^{2}}{2}=1

[3148] 由题意可得l:y=k(x-1)+1,代入双曲线方程得(4-k^{2})x^{2}-2(k-k^{2})x-k^{2}+2k-5=0当4-k^{2}=0,即k=\pm2时,直线l与双曲线的渐近线平行,直线与双曲线只有一个公共点;当4-k^{2}\neq0时,A=4(k-k^{2})^{2}-4(4-k^{2})(-k^{2}+2k-5)=0,解得k=\frac{5}{2}.综上,当k=\frac{5}{2}或k=\pm2时,直线与双曲线只有一个公共点

[3149] 将双曲线方程化成标准方程\frac{x^{2}}{4}.\frac{y^{2}}{9}=1,可知半实轴长a=\sqrt{4}=2,半虚轴长b=\sqrt{9}=3(1)因为a=2,b=3,双曲线C的实轴长为2a=4、虚轴长为2b=6(2)因为c=\sqrt{a2+b^{2}}=\sqrt{4+9}=\sqrt{13},所以双曲线C的焦点坐标为(\sqrt{13},0),(-\sqrt{13},0).因为a=2,c=\sqrt{13},所以双曲线C的离心率为e=\frac{c}{a}=\frac{\sqrt{13}}{2}(3)令4y^{2}-9x^{2}=0,化简可得y=\pm\frac{3}{2}x,故双曲线C的渐近线方程为y=\pm\frac{3}{2}x与睛】本题考查双曲线方程,老杳双曲线简单几何性质,属于基础题

[3150] 由椭圆的定义可得,2a=|PF_{1}|+|PF_{2}|.由|PF_{1}|=2c,可得|PF_{2}|=2a\cdot2c,在\triangleF_{1}PF_{2}中,由余弦定理可得\cos\angleF_{1}PF_{2}=\cos30^{\circ}=\frac{|PF_{1}|^{2}+|PF_{2}|^{2}-|F_{1}F_{2}|^{2}}{2|PF|\cdot|PF_{0}|}\frac{4c^{2}+(2a-2c)^{2}-4c^{2}}{2\cdot2c\cdot(2a-2c)}=化简可得,c=\sqrt{3}(a\cdot。

[3151] 设A(x_{1},y_{1}),B(x_{2},y_{2}),则\frac{x_{1}2}{a^{2}}+\frac{y_{1}^{2}}{b^{2}}=1,\frac{x_{2}^{2}}{a^{2}}+\frac{y_{2}^{2}}{b^{2}}=1\because斜率为-\frac{1}{2}的直线交椭圆C:\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)于A,B两点若点P(2,1)是AB的中点,x_{1}+x_{2}=4,y_{1}+y_{2}=2,\frac{y_{1}-y_{2}}{x_{1}}_{y}x_{2}=-\frac{1}{2}+y_{2}=1,化为\frac{4}{a^{2}}+(-\frac{1}{2})\times\frac{2}{b^{2}}=0,\thereforea=2b,\thereforec=\sqrt{3}b\thereforee=\frac{c}{a}=\frac{\sqrt{3}}{2},

[3153] 2p=12,p=6,焦点为(-3,0),因此准线为x=3.

[3154] 直接利用焦距公式得到答案.[详解]双曲线C:\frac{x^{2}}{3}-y^{2}=1,c^{2}=a^{2}+b^{2}=4,c=2焦距为2c=4

[3155] 利用点差法,结合题干条件,可求得b^{2},根据a,b,c关系,可求得c的值,代入公式即可求得各案.设A(x_{1},y_{1}),B(x_{2},y_{2}),因为直线AB的斜率为-\frac{1}{3},则则\begin{cases}\frac{x^{2}}{9}+\frac{y^{2}}{b^{2}}=1\\\frac{x^{2}}{9}+\frac{y^{2}}{b^{2}}=1\end{cases}两式相减,得\frac{y_{1}-y_{2}}{1x_{2}}=-\frac{b^{2}(x_{1}+x_{2})}{9(y_{1}),线段AB的中点为C(1,2)}所以-\frac{2b^{2}}{9\times4}=-\frac{1}{3},解得b^{2}=6因为a=3,所以c=\sqrt{3}故\triangleCF_{1}F_{2}的面积为\frac{1}{2}\times2\sqrt{3}\times2=2\sqrt{3}

[3156] 圆x^{2}+y^{2}-2x-3=0\Rightarrow(x-1)^{2}+y^{2}=4,圆心(1,0),半径r=2抛物线y=2px^{2}\Rightarrowx^{2}=\frac{1}{2p}y,准线方程y=-\frac{1}{8p}因为圆(x-1)^{2}+y^{2}=4与y=-\frac{1}{8}相切,所以\frac{1}{8p}=2,解得p=\frac{1}{16}.

[3157] 由4ABF的面积等于4AOF和ABOF的面积之和设A点到x轴的距离为h,由AB过椭圆的中心的弦,则B到x轴的距离也为h所以AAOF和ABOF面积相等,所以S_{AABF}=\frac{1}{2}c\times2h=ch,由h的最大值为b,所以4ABF的最大面积为bc=b\sqrt{a^{2}-b^{2}}

[3158] \frac{\sqrt{2}|PA|+|PF|}=\sqrt{2}\frac{|PA|}{|PF|}+1'由抛物线的定义知|PF|等于P到准线y=-1的距离记直线PA与准线的夹角为\theta,可得\sqrt{2}\frac{|PA|}{|PF|}+1=\frac{\sqrt{2}}{\sin\theta}+1'\textcircled{1}若PA斜率不存在,则原式=\sqrt{2}+1\textcircled{2}若PA斜率存在,当PA与抛物线相切时,\sin\theta最小设PA的直线方程为y=kx-1,联立\begin{cases}y=kx-1\\x^{2}=4y\end{cases}得x^{2}-4kx+4=0,由\triangle=0得|k|=1,即|\tan\theta|=1,故\sin\theta=\frac{\sqrt{2}}{2},此时\sqrt{2}\frac{|PA|}{|PF|}+1=\frac{\sqrt{2}}{\frac{\sqrt{2}}{2}}+1=3

