sample_id,before_curve_type,after_curve_type,before_query_type,after_query_type,query_type_changed,before_reasoning_success,after_reasoning_success,reasoning_transition,before_final_answer_correct,after_final_answer_correct,correctness_transition,before_failure_reason,after_failure_reason,before_reasoning_failure_reason,after_reasoning_failure_reason,before_num_steps,after_num_steps,num_steps_delta,before_first_model,after_first_model,before_last_model,after_last_model,before_model_sequence_len,after_model_sequence_len,model_sequence_changed,model_sequence_lcp,new_model_ids_after,removed_model_ids_after,after_repeated_model_loop,expected_answer,before_predicted_answer,after_predicted_answer,query,facts,before_model_sequence,after_model_sequence
2507,Parabola,Parabola,Equation,Equation,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,29,29,63,63,15,15,False,15,,,False,y=1/4,Equation(Directrix) not found,Equation(Directrix) not found,Expression(Directrix(G)),G: Parabola;Expression(G) = (x^2 = -y),29 29 29 29 29 29 29 29 63 63 63 63 63 63 63,29 29 29 29 29 29 29 29 63 63 63 63 63 63 63
2528,Hyperbola,Hyperbola,Area,Area,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,1,1,13,13,15,15,False,15,,,False,2,Max not found,Max not found,"Max(Area(TriangleOf(A, B, C)))","G: Hyperbola;b: Number;C: Point;A: Point;B: Point;0 < b;b < 2;Expression(G) = (x^2/(4 - b^2) - y^2/b^2 = 1);Coordinate(C) = (0, b);Intersection(G, xAxis) = {A, B}",1 19 21 21 21 21 21 21 13 13 13 13 13 13 13,1 19 21 21 21 21 21 21 13 13 13 13 13 13 13
2569,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,63,63,63,63,1,1,False,1,,,False,x^2/4+y^2=1,y^2/b^2+x^2/a^2=1,y^2/b^2+x^2/a^2=1,Expression(G),"G: Ellipse;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a > b;b > 0;LeftFocus(G) = F1;RightFocus(G) = F2;F1: Point;F2: Point;PointOnCurve(P, G) = True;P: Point;IsPerpendicular(LineSegmentOf(P, F1), LineSegmentOf(P, F2)) = True;Abs(LineSegmentOf(P, F1))*Abs(LineSegmentOf(P, F2)) = 2;a = 2*b",63,63
2604,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,y = pm*x/2,y=-x/2,y=-x/2,Expression(Asymptote(G)),G: Hyperbola;b: Number;a: Number;H: Ellipse;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);a > b;b > 0;Expression(H) = (y^2/b^2 + x^2/a^2 = 1);Eccentricity(H) = sqrt(3)/2,21,21
2621,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,29,29,15,15,False,15,,,True,sqrt(2)+1,Eccentricity not found,Eccentricity not found,Eccentricity(G),"H: Parabola;Expression(H) = (x^2 = 4*y);A: Point;Intersection(SymmetryAxis(H), Directrix(H)) = A;B: Point;Focus(H) = B;P: Point;PointOnCurve(P, H);IsTangent(LineSegmentOf(P, A), H);G: Hyperbola;PointOnCurve(P, G);Focus(G) = {A, B}",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
2625,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,8,"Abs(LineSegmentOf(C, F2)) not found","Abs(LineSegmentOf(C, F2)) not found","Abs(LineSegmentOf(C, F2))","G: Ellipse;C: Point;F1: Point;F2: Point;Expression(G) = (x^2/25 + y^2/16 = 1);PointOnCurve(C, G);LeftFocus(G) = F1;RightFocus(G) = F2;Abs(LineSegmentOf(C, F1)) = 2",13,13
2629,Ellipse,Ellipse,Coordinate,Coordinate,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,0,0,13,13,15,15,False,15,,,True,"(-5, 0)",Coordinate(LeftVertex(G)) not found,Coordinate(LeftVertex(G)) not found,Coordinate(LeftVertex(G)),G: Ellipse;b: Number;a: Number;H: Circle;a > b;b > 0;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);Expression(H) = (-6*x + x^2 + y^2 + 8 = 0);Center(H) = OneOf(Focus(G));Length(MinorAxis(G)) = 8,0 13 13 13 13 13 13 13 13 13 13 13 13 13 13,0 13 13 13 13 13 13 13 13 13 13 13 13 13 13
2636,Ellipse,Ellipse,Range,Range,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,0,0,0,0,15,15,False,15,,,True,"(pi/4,pi/2)",Range(alpha) not found,Range(alpha) not found,Range(alpha),"G: Ellipse;alpha:Number;0<alpha;alpha<pi/2;Expression(G) = (x^2*Sin(alpha) + y^2*Cos(alpha) = 1);PointOnCurve(Focus(G), yAxis)",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2642,Parabola,Parabola,Coordinate,Coordinate,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,62,62,15,15,False,15,,,False,2*sqrt(2)-2,XCoordinate not found,XCoordinate not found,XCoordinate(P),"G: Parabola;A: Point;P: Point;F: Point;Expression(G) = (y^2 = 4*x);Coordinate(A) = (4, 0);Focus(G)=F;PointOnCurve(P,G);Abs(LineSegmentOf(P,A))=2*Abs(LineSegmentOf(P,F))",2 29 29 29 29 29 29 62 62 62 62 62 62 62 62,2 29 29 29 29 29 29 62 62 62 62 62 62 62 62
2643,Other,Other,Distance,Distance,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,53,53,62,62,15,15,False,15,,,False,1,Min not found,Min not found,"Min(Distance(P, MidPoint(LineSegmentOf(A, B))))","A: Point;B: Point;Distance(A, B) = 4;P: Point;LineSegmentOf(P, A) - LineSegmentOf(P, B) = 2",53 53 53 53 53 53 53 53 62 62 62 62 62 62 62,53 53 53 53 53 53 53 53 62 62 62 62 62 62 62
2709,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,y = pm*3*x,y=-3*x,y=-3*x,Expression(Asymptote(C)),C: Hyperbola;a: Number;b: Number;a > 0;b > 0;Expression(C) = (x^2/a^2 - y^2/b^2 = 1);Eccentricity(C) = sqrt(10),21,21
2710,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,True,True,correct->correct,none,none,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,sqrt(10),sqrt(10),sqrt(10),Eccentricity(G),G: Hyperbola;b: Number;a: Number;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(OneOf(Asymptote(G))) = (3*x + y = 0),21,21
2760,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,63,63,63,63,1,1,False,1,,,False,"{x^2/4+y^2=1, y^2/4+x^2=1}",(x^2+4*y^2)/a^2=1,(x^2+4*y^2)/a^2=1,Expression(C),C: Ellipse;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;Length(MajorAxis(C)) = 4;Eccentricity(C) = sqrt(3)/2,63,63
2811,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,True,True,correct->correct,none,none,none,none,15,15,0,65,65,65,65,15,15,False,15,,,True,-9,-9,-9,m,G: Hyperbola;m: Number;Expression(G) = (x^2/16 + y^2/m = 1);Eccentricity(G) = 5/4,65 65 65 65 65 65 65 65 65 65 65 65 65 65 65,65 65 65 65 65 65 65 65 65 65 65 65 65 65 65
2823,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,62,62,62,62,15,15,False,15,,,True,x^2/9+y^2/2=1,No equation found,No equation found,Expression(G),"G: Ellipse;Center(G) = O;O: Origin;PointOnCurve(Focus(G), axis);D1: Point;D2: Point;Coordinate(D1) = (3, 0);Coordinate(D2) = (0, sqrt(2));Vertex(G)={D1,D2}",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
2833,Ellipse,Ellipse,Distance,Distance,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,42,42,43,43,15,15,False,15,,,False,34/5,17/2,17/2,"Distance(P, RightFocus(G))","G: Ellipse;Expression(G) = (x^2/100 + y^2/36 = 1);P: Point;PointOnCurve(P, G);Distance(P, RightDirectrix(G)) = 17/2",42 42 42 42 42 42 42 43 43 43 43 43 43 43 43,42 42 42 42 42 42 42 43 43 43 43 43 43 43 43
2840,Hyperbola,Hyperbola,Coordinate,Coordinate,False,True,True,success->success,True,True,correct->correct,none,none,none,none,15,15,0,21,21,13,13,15,15,False,15,,,False,"(pm*5,0)","(pm*5, 0)","(pm*5, 0)",Coordinate(Focus(G)),G: Hyperbola;Expression(G) = (x^2/9 - y^2/16 = 1),21 21 21 21 21 21 21 21 21 13 13 13 13 13 13,21 21 21 21 21 21 21 21 21 13 13 13 13 13 13
2841,Hyperbola,Hyperbola,Range,Range,False,True,True,success->success,True,True,correct->correct,none,none,none,none,15,15,0,65,65,65,65,15,15,False,15,,,True,"(-oo, -4)+(1, +oo)","(-oo, -4)+(1, +oo)","(-oo, -4)+(1, +oo)",Range(k),G: Hyperbola;H: Curve;k: Number;Expression(H) = (x^2/(k + 4) + y^2/(1 - k) = 1);H = G,65 65 65 65 65 65 65 65 65 65 65 65 65 65 65,65 65 65 65 65 65 65 65 65 65 65 65 65 65 65
2872,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,29,29,62,62,15,15,False,15,,,False,2,p,p,p,"C: Parabola;p: Number;M: Point;N: Point;H:LineSegment;p>0;Expression(C) = (y^2 = 2*p*x);Coordinate(P) = (1, 1);IsChordOf(H,C);Intersection(H, C) = {M, N};Abs(LineSegmentOf(M, N)) = sqrt(15);MidPoint(H)=P;P:Point",29 29 29 29 29 29 29 62 62 62 62 62 62 62 62,29 29 29 29 29 29 29 62 62 62 62 62 62 62 62
2915,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,2,2,62,62,15,15,False,15,,,True,1/2,a: Number,a: Number,a,"G: Parabola;Expression(G) = (y = a*x^2);a: Number;a>0;M: Point;Coordinate(M) = (m, 1/2);m: Number;PointOnCurve(M, G);l: Line;Directrix(G) = l;Distance(M, l) = 1",2 2 2 62 62 62 62 62 62 62 62 62 62 62 62,2 2 2 62 62 62 62 62 62 62 62 62 62 62 62
2958,Parabola,Parabola,Equation,Equation,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,42,42,43,43,15,15,False,15,,,False,y=-1,Equation(Directrix) not found,Equation(Directrix) not found,Expression(Directrix(G)),"G: Parabola;Expression(G) = (x^2 = 2*p*y);p: Number;p > 0;H: Circle;Expression(H) = (2*x + x^2 + y^2 - 1 = 0);PointOnCurve(Focus(G), H) = True",42 42 42 42 42 42 42 42 43 43 43 43 43 43 43,42 42 42 42 42 42 42 42 43 43 43 43 43 43 43
2966,Parabola,Parabola,Equation,Equation,False,False,False,failure->failure,False,False,wrong->wrong,no_model,no_model,no_model,no_model,0,0,0,none,none,none,none,0,0,False,0,,,False,x=-9,,,Expression(Directrix(G)),G: Parabola;Expression(G) = (x = y^2/36),,
2997,Hyperbola,Hyperbola,Length,Length,False,True,True,success->success,True,True,correct->correct,none,none,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,6,6,6,Length(ImageinaryAxis(G)),G: Hyperbola;Expression(G) = (x^2/16 - y^2/9 = 1),21,21
3019,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,2,2,29,29,15,15,False,15,,,True,2,p,p,p,"G: Parabola;Expression(G) = (y^2 = 2*(p*x));p: Number;p>0;F: Point;Focus(G) = F;H: Line;PointOnCurve(F, H);Intersection(H, G) = {A, B};A: Point;B: Point;Abs(LineSegmentOf(F, A))*Abs(LineSegmentOf(F, B)) = 6;Abs(LineSegmentOf(A, B)) = 6",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
3022,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,sqrt(6)/3,sqrt(1-b^2/a^2),sqrt(1-b^2/a^2),Eccentricity(C),"l: Line;C: Ellipse;b: Number;a: Number;A: Point;B: Point;a > b;b > 0;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);Slope(l) = -1/3;Intersection(l, C) = {A, B};Coordinate(MidPoint(LineSegmentOf(A,B))) = (1, 1)",13,13
3030,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,True,True,correct->correct,none,none,none,none,15,15,0,65,65,65,65,15,15,False,15,,,True,y = pm*2*x,y=pm*2*x,y=pm*2*x,Expression(Asymptote(G)),G: Hyperbola;Expression(G) = (4*x^2 - y^2 = 1),65 65 65 65 65 65 65 65 65 65 65 65 65 65 65,65 65 65 65 65 65 65 65 65 65 65 65 65 65 65
3046,Hyperbola,Hyperbola,Coordinate,Coordinate,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,1,1,13,13,15,15,False,15,,,False,16/3,XCoordinate not found,XCoordinate not found,XCoordinate(P),"G: Hyperbola;F: Point;P: Point;O: Origin;H:Circle;Expression(G) = (x^2/4 - y^2/5 = 1);LeftFocus(G)=F;PointOnCurve(P,RightPart(G));Radius(H)=Abs(LineSegmentOf(O,F));PointOnCurve(MidPoint(LineSegmentOf(F,P)),H)",1 1 1 1 1 1 1 1 13 13 13 13 13 13 13,1 1 1 1 1 1 1 1 13 13 13 13 13 13 13
3086,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,3/5,sqrt(1-b^2/a^2),sqrt(1-b^2/a^2),Eccentricity(C),C: Ellipse;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a > b;b > 0;M: Circle;Expression(M) = (y^2 + (x - 3)^2 = 1);OneOf(Focus(C)) = Center(M);Length(MajorAxis(C)) = 10,13,13
3091,Other,Other,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,62,62,62,62,15,15,False,15,,,True,y^2=16*x,Expression(G) = (x + 5 = 0),Expression(G) = (x + 5 = 0),LocusEquation(P),"G: Line;F: Point;P: Point;Expression(G) = (x + 5 = 0);Coordinate(F) = (4, 0);Distance(P, F) = Distance(P, G) - 1",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
3118,Parabola,Parabola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,29,29,63,63,15,15,False,15,,,False,(x-2)^2+(y-2*sqrt(2))^2=9,(-a+x)^2+(-b+y)^2=r^2,(-a+x)^2+(-b+y)^2=r^2,Expression(C),"G: Parabola;Expression(G) = (y^2 = 4*x);C: Circle;Expression(C) = ((-a + x)^2 + (-b + y)^2 = r^2);r: Number;b: Number;a: Number;A: Point;b>0;PointOnCurve(A,C);Coordinate(A) = (3, 0);PointOnCurve(Center(C),G);IsTangent(C,Directrix(G))",29 29 29 29 29 29 54 54 54 63 63 63 63 63 63,29 29 29 29 29 29 54 54 54 63 63 63 63 63 63
3122,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,"-2, -1/2",lambda: Number,lambda: Number,lambda,"C: Hyperbola;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;F: Point;RightFocus(C) = F;O: Origin;Center(G) = F;Radius(G) = 2*sqrt(3)*a;G: Circle;Intersection(G, OneOf(Asymptote(C))) = {P, Q};P: Point;Q: Point;DotProduct(VectorOf(F, P), VectorOf(F, Q)) = -6*a^2;VectorOf(O, P) = lambda*VectorOf(O, Q);lambda: Number",21,21
3159,Circle,Circle,Equation,Equation,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,54,54,62,62,15,15,False,15,,,True,x-y-3=0,Equation(LineOf) not found,Equation(LineOf) not found,"Expression(LineOf(A, B))","G: Circle;Expression(G) = (y^2 + (x - 1)^2 = 25);P: Point;Coordinate(P) = (2, -1);A: Point;B: Point;IsChordOf(LineSegmentOf(A, B), G);MidPoint(LineSegmentOf(A, B)) = P",54 54 62 62 62 62 62 62 62 62 62 62 62 62 62,54 54 62 62 62 62 62 62 62 62 62 62 62 62 62
3163,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,42,42,42,42,1,1,False,1,,,False,x+pm*sqrt(3)*y=0,y=pm*sqrt(3)/3*x,y=pm*sqrt(3)/3*x,Expression(Asymptote(G)),H: Parabola;Expression(H) = (y^2 = 8*x);G: Hyperbola;Expression(G) = (-y^2 + x^2/a^2 = 1);a: Number;Focus(H) = RightFocus(G),42,42
3167,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,0,0,0,0,15,15,False,15,,,True,sqrt(5)/3,e1: Number,e1: Number,e1,"P: Point;F1: Point;F2: Point;C1: Ellipse;C2: Hyperbola;Focus(C1) = {F1, F2};Focus(C2) = {F1, F2};OneOf(Intersection(C1, C2)) = P;IsPerpendicular(LineSegmentOf(P, F1), LineSegmentOf(P, F2)) = True;e1: Number;e2: Number;Eccentricity(C1) = e1;Eccentricity(C2) = e2;e2 = 3*e1",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3171,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,"(1, 2]",Range(Eccentricity(C)) not found,Range(Eccentricity(C)) not found,Range(Eccentricity(C)),"C: Hyperbola;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;F1: Point;F2: Point;LeftFocus(C) = F1;RightFocus(C) = F2;P: Point;PointOnCurve(P, RightPart(C));Abs(LineSegmentOf(P, F1))*Abs(LineSegmentOf(P, F2)) = 3*a^2",1,1
3172,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,False,False,failure->failure,False,False,wrong->wrong,no_model,no_model,no_model,no_model,0,0,0,none,none,none,none,0,0,False,0,,,False,"{sqrt(5)/2, sqrt(5)}",,,Eccentricity(C),C: Hyperbola;Expression(OneOf(Asymptote(C))) = (x + 2*y = 0),,
3185,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,29,29,15,15,False,15,,,True,3,"Abs(LineSegmentOf(Q, F)) not found","Abs(LineSegmentOf(Q, F)) not found","Abs(LineSegmentOf(Q, F))","C: Parabola;P: Point;F: Point;Q: Point;l:Line;Expression(C) = (y^2 = 8*x);Focus(C) = F;Directrix(C) = l;PointOnCurve(P, l);OneOf(Intersection(LineOf(P,F),C))=Q;VectorOf(P, F) = 4*VectorOf(Q, F)",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
3212,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,1/2,sqrt(1-b^2/a^2),sqrt(1-b^2/a^2),Eccentricity(G),"G: Ellipse;b: Number;a: Number;A: Point;B: Point;F: Point;a > b;b > 0;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);Coordinate(A)=(-a,0);Coordinate(B) = (0, b);LeftFocus(G)=F;In(A,Vertex(G));Distance(F, LineSegmentOf(A, B)) = b/sqrt(7);In(B,Vertex(G))",13,13
3258,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,29,29,15,15,False,15,,,True,32/3,"Abs(LineSegmentOf(A, B)) not found","Abs(LineSegmentOf(A, B)) not found","Abs(LineSegmentOf(A, B))","G: Parabola;p: Number;H: Circle;L: Line;F: Point;A: Point;B: Point;p>0;Expression(G) = (y^2 = 2*(p*x));Expression(H) = (y^2 + x^2 - 2*x - 8 = 0);Center(H)=F;Focus(G)=F;PointOnCurve(F, L);Intersection(L, Directrix(G)) = A;OneOf(Intersection(L,G))=B;VectorOf(F, A) = -3*VectorOf(F, B)",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
3302,Ellipse,Ellipse,Area,Area,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,56,56,13,13,15,15,False,15,,,False,2*sqrt(2),Area not found,Area not found,"Area(TriangleOf(P, F1, F2))","H: Ellipse;Expression(H) = (y^2/4 + x^2/a^2 = 1);F1: Point;F2: Point;Focus(H) = {F1, F2};a: Number;a>0;P: Point;PointOnCurve(P, H);G: Parabola;Expression(G) = (y^2 = x);PointOnCurve(P, G);F3: Point;Focus(G) = F3;Abs(LineSegmentOf(P, F3)) = 9/4",56 56 56 56 56 56 56 56 13 13 13 13 13 13 13,56 56 56 56 56 56 56 56 13 13 13 13 13 13 13
3303,Parabola,Parabola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,29,29,62,62,15,15,False,15,,,True,x=3,Expression(G) = (y^2 = 4*x),Expression(G) = (y^2 = 4*x),Expression(l),"l: Line;G: Parabola;Expression(G) = (y^2 = 4*x);IsPerpendicular(l,xAxis);Length(InterceptChord(l,G))=4*sqrt(3)",29 29 62 62 62 62 62 62 62 62 62 62 62 62 62,29 29 62 62 62 62 62 62 62 62 62 62 62 62 62
3329,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,4*a,"Abs(LineSegmentOf(A, B)) not found","Abs(LineSegmentOf(A, B)) not found","Abs(LineSegmentOf(A, B))","G: Hyperbola;b: Number;a: Number;H: Line;A: Point;F2: Point;B: Point;F1: Point;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Focus(G)={F1,F2};PointOnCurve(F1,H);Intersection(H,LeftPart(G)) = {A, B};Abs(LineSegmentOf(A, F2)) + Abs(LineSegmentOf(B, F2)) = 2*Abs(LineSegmentOf(A, B));LeftFocus(G)=F1",1,1
3332,Parabola,Parabola,Coordinate,Coordinate,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,62,62,15,15,False,15,,,False,"(-4, 2)",Coordinate(P) not found,Coordinate(P) not found,Coordinate(P),"C: Parabola;M: Point;P: Point;F: Point;Expression(C) = (x^2 = 8*y);Coordinate(M) = (-4, 3);Focus(C) = F;PointOnCurve(P, C);WhenMin(Perimeter(TriangleOf(P, M, F)))",2 29 29 29 29 29 29 62 62 62 62 62 62 62 62,2 29 29 29 29 29 29 62 62 62 62 62 62 62 62
3347,Hyperbola,Hyperbola,Range,Range,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,1,1,13,13,15,15,False,15,,,True,"[3+2*sqrt(3),+oo)","Range(DotProduct(VectorOf(O, P), VectorOf(F, P))) not found","Range(DotProduct(VectorOf(O, P), VectorOf(F, P))) not found","Range(DotProduct(VectorOf(O, P), VectorOf(F, P)))","G: Hyperbola;O: Point;P: Point;F: Point;Expression(G) = (x^2/3 - y^2 = 1);PointOnCurve(P, RightPart(G));Center(G)=O;LeftFocus(G)=F",1 1 1 1 13 13 13 13 13 13 13 13 13 13 13,1 1 1 1 13 13 13 13 13 13 13 13 13 13 13
3348,Ellipse,Ellipse,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,0,0,56,56,15,15,False,15,,,False,8,Expression 'n/m' not found,Expression 'n/m' not found,n/m,"M: Ellipse;m: Number;C: Circle;n: Number;Expression(M) = (m*y^2 + x^2 = 1);Expression(C) = (x^2 + (y + 1)^2 = n);F1: Point;F2: Point;OneOf(Focus(C))=F1;OneOf(Focus(C))=F2;Negation(F1=F2);Center(C) = F1;PointOnCurve(F2, C)",0 0 0 0 0 0 0 56 56 56 56 56 56 56 56,0 0 0 0 0 0 0 56 56 56 56 56 56 56 56
3361,Ellipse,Ellipse,Range,Range,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,65,65,0,0,15,15,False,15,,,True,"(-sqrt(3), 1)","(-1, 2)","(-1, 2)",Range(k),G: Ellipse;Expression(G) = (x^2*(1 - k) + y^2*(3 - k^2) = 4);k: Number,65 65 0 0 0 0 0 0 0 0 0 0 0 0 0,65 65 0 0 0 0 0 0 0 0 0 0 0 0 0
3370,Other,Other,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,54,54,62,62,15,15,False,15,,,False,x^2/4 + y^2/3 = 1,No equation found,No equation found,LocusEquation(P),"M: Point;N: Point;P: Point;Coordinate(M) = (4, 0);Coordinate(N) = (1, 0);DotProduct(VectorOf(M, N), VectorOf(M, P)) = 6*Abs(VectorOf(P, N))",54 54 54 54 54 54 54 54 54 62 62 62 62 62 62,54 54 54 54 54 54 54 54 54 62 62 62 62 62 62
3392,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,sqrt(2),sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(G),"F: Point;P: Point;G: Hyperbola;b: Number;a: Number;H: Circle;M: Point;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (x^2 + y^2 = a^2);RightFocus(G)=F;TangentOfPoint(F,H)=LineOf(F,M);TangentPoint(LineOf(F,M),H)=M;Intersection(LineOf(F,M), yAxis)=P;MidPoint(LineSegmentOf(F, P)) = M",13,13
